,bump_iter,chosen,description,pathdir,pathmode,pathnum,person_id,person_trip_id,pf_cost,pf_fare,pf_initcost,pf_initfare,pf_iteration,pf_probability,trace,trip_list_id_num,sim_cost,ln_PS,logsum_component,logsum,probability,missed_xfer
368,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,37,149.877705882,3.3,143.407117647,0.55,4.05,1.08714879253e-13,False,75,20147.7947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
369,,unchosen,Z1 walk_access B0 local_bus t16 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,37,159.191431373,8.25,159.191431373,8.25,4.05,1.03237907806e-15,False,75,40154.8717761,-1.76561237557,0.0,1.15200335637e-20,0.0,0
370,,unchosen,Z1 walk_access B0 local_bus t16 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,4,ben,37,161.333098039,8.25,161.333098039,8.25,4.05,3.53819844222e-16,False,75,30158.0230734,-1.38528335453,0.0,1.15200335637e-20,0.0,0
371,,iter4.05 sim0,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t148 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,40,90.1777058824,3.3,143.707117647,0.55,4.05,0.999952274644,False,81,90.0947503241,-1.72564844412,1.15200335637e-20,1.15200335637e-20,1.0,0
372,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,40,110.077705882,3.3,143.607117647,0.55,4.05,4.77253561185e-05,False,81,20107.9947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
373,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,40,149.877705882,3.3,143.407117647,0.55,4.05,1.08714879253e-13,False,81,20147.7947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
374,,unchosen,Z1 walk_access B0 local_bus t16 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,40,159.191431373,8.25,159.191431373,8.25,4.05,1.03237907806e-15,False,81,40154.8717761,-1.76561237557,0.0,1.15200335637e-20,0.0,0
375,,unchosen,Z1 walk_access B0 local_bus t16 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,4,ben,40,161.333098039,8.25,161.333098039,8.25,4.05,3.53819844222e-16,False,81,30158.0230734,-1.38528335453,0.0,1.15200335637e-20,0.0,0
376,,iter4.05 sim0,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t148 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,41,90.1777058824,3.3,143.707117647,0.55,4.05,0.999952274644,False,83,90.0947503241,-1.72564844412,1.15200335637e-20,1.15200335637e-20,1.0,0
377,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,41,110.077705882,3.3,143.607117647,0.55,4.05,4.77253561185e-05,False,83,20107.9947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
378,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,41,149.877705882,3.3,143.407117647,0.55,4.05,1.08714879253e-13,False,83,20147.7947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
379,,unchosen,Z1 walk_access B0 local_bus t16 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,41,159.191431373,8.25,159.191431373,8.25,4.05,1.03237907806e-15,False,83,40154.8717761,-1.76561237557,0.0,1.15200335637e-20,0.0,0
380,,unchosen,Z1 walk_access B0 local_bus t16 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,4,ben,41,161.333098039,8.25,161.333098039,8.25,4.05,3.53819844222e-16,False,83,30158.0230734,-1.38528335453,0.0,1.15200335637e-20,0.0,0
381,,iter4.05 sim0,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t148 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,42,90.1777058824,3.3,143.707117647,0.55,4.05,0.999952274644,False,85,90.0947503241,-1.72564844412,1.15200335637e-20,1.15200335637e-20,1.0,0
382,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,42,110.077705882,3.3,143.607117647,0.55,4.05,4.77253561185e-05,False,85,20107.9947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
383,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,42,149.877705882,3.3,143.407117647,0.55,4.05,1.08714879253e-13,False,85,20147.7947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
384,,unchosen,Z1 walk_access B0 local_bus t16 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,42,159.191431373,8.25,159.191431373,8.25,4.05,1.03237907806e-15,False,85,40154.8717761,-1.76561237557,0.0,1.15200335637e-20,0.0,0
385,,unchosen,Z1 walk_access B0 local_bus t16 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,4,ben,42,161.333098039,8.25,161.333098039,8.25,4.05,3.53819844222e-16,False,85,30158.0230734,-1.38528335453,0.0,1.15200335637e-20,0.0,0
386,,iter4.05 sim0,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t148 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,43,90.1777058824,3.3,143.707117647,0.55,4.05,0.999952274644,False,87,90.0947503241,-1.72564844412,1.15200335637e-20,1.15200335637e-20,1.0,0
387,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,43,110.077705882,3.3,143.607117647,0.55,4.05,4.77253561185e-05,False,87,20107.9947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
388,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,43,149.877705882,3.3,143.407117647,0.55,4.05,1.08714879253e-13,False,87,20147.7947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
389,,unchosen,Z1 walk_access B0 local_bus t16 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,43,159.191431373,8.25,159.191431373,8.25,4.05,1.03237907806e-15,False,87,40154.8717761,-1.76561237557,0.0,1.15200335637e-20,0.0,0
390,,unchosen,Z1 walk_access B0 local_bus t16 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,4,ben,43,161.333098039,8.25,161.333098039,8.25,4.05,3.53819844222e-16,False,87,30158.0230734,-1.38528335453,0.0,1.15200335637e-20,0.0,0
391,,iter4.05 sim0,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t148 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,44,90.1777058824,3.3,143.707117647,0.55,4.05,0.999952274644,False,89,90.0947503241,-1.72564844412,1.15200335637e-20,1.15200335637e-20,1.0,0
392,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,44,110.077705882,3.3,143.607117647,0.55,4.05,4.77253561185e-05,False,89,20107.9947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
393,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,44,149.877705882,3.3,143.407117647,0.55,4.05,1.08714879253e-13,False,89,20147.7947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
394,,unchosen,Z1 walk_access B0 local_bus t16 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,44,159.191431373,8.25,159.191431373,8.25,4.05,1.03237907806e-15,False,89,40154.8717761,-1.76561237557,0.0,1.15200335637e-20,0.0,0
395,,unchosen,Z1 walk_access B0 local_bus t16 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,4,ben,44,161.333098039,8.25,161.333098039,8.25,4.05,3.53819844222e-16,False,89,30158.0230734,-1.38528335453,0.0,1.15200335637e-20,0.0,0
396,,iter4.05 sim0,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t148 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,45,90.1777058824,3.3,143.707117647,0.55,4.05,0.999952274644,False,91,90.0947503241,-1.72564844412,1.15200335637e-20,1.15200335637e-20,1.0,0
397,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,45,110.077705882,3.3,143.607117647,0.55,4.05,4.77253561185e-05,False,91,20107.9947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
398,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,45,149.877705882,3.3,143.407117647,0.55,4.05,1.08714879253e-13,False,91,20147.7947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
399,,unchosen,Z1 walk_access B0 local_bus t16 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,45,159.191431373,8.25,159.191431373,8.25,4.05,1.03237907806e-15,False,91,40154.8717761,-1.76561237557,0.0,1.15200335637e-20,0.0,0
400,,unchosen,Z1 walk_access B0 local_bus t16 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,4,ben,45,161.333098039,8.25,161.333098039,8.25,4.05,3.53819844222e-16,False,91,30158.0230734,-1.38528335453,0.0,1.15200335637e-20,0.0,0
401,,iter4.05 sim0,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t148 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,46,90.1777058824,3.3,143.707117647,0.55,4.05,0.999952274644,False,93,90.0947503241,-1.72564844412,1.15200335637e-20,1.15200335637e-20,1.0,0
402,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,46,110.077705882,3.3,143.607117647,0.55,4.05,4.77253561185e-05,False,93,20107.9947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
403,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,46,149.877705882,3.3,143.407117647,0.55,4.05,1.08714879253e-13,False,93,20147.7947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
404,,unchosen,Z1 walk_access B0 local_bus t16 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,46,159.191431373,8.25,159.191431373,8.25,4.05,1.03237907806e-15,False,93,40154.8717761,-1.76561237557,0.0,1.15200335637e-20,0.0,0
405,,unchosen,Z1 walk_access B0 local_bus t16 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,4,ben,46,161.333098039,8.25,161.333098039,8.25,4.05,3.53819844222e-16,False,93,30158.0230734,-1.38528335453,0.0,1.15200335637e-20,0.0,0
406,,iter4.05 sim0,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t148 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,47,90.1777058824,3.3,143.707117647,0.55,4.05,0.999952274644,False,95,90.0947503241,-1.72564844412,1.15200335637e-20,1.15200335637e-20,1.0,0
407,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,47,110.077705882,3.3,143.607117647,0.55,4.05,4.77253561185e-05,False,95,20107.9947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
408,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,47,149.877705882,3.3,143.407117647,0.55,4.05,1.08714879253e-13,False,95,20147.7947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
409,,unchosen,Z1 walk_access B0 local_bus t16 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,47,159.191431373,8.25,159.191431373,8.25,4.05,1.03237907806e-15,False,95,40154.8717761,-1.76561237557,0.0,1.15200335637e-20,0.0,0
410,,unchosen,Z1 walk_access B0 local_bus t16 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,4,ben,47,161.333098039,8.25,161.333098039,8.25,4.05,3.53819844222e-16,False,95,30158.0230734,-1.38528335453,0.0,1.15200335637e-20,0.0,0
411,,iter4.05 sim0,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t148 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,48,90.1777058824,3.3,143.707117647,0.55,4.05,0.999952274644,False,97,90.0947503241,-1.72564844412,1.15200335637e-20,1.15200335637e-20,1.0,0
412,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t149 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,48,110.077705882,3.3,143.607117647,0.55,4.05,4.77253561185e-05,False,97,20107.9947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
413,,unchosen,Z1 walk_access B0 local_bus t16 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,2,ben,48,149.877705882,3.3,143.407117647,0.55,4.05,1.08714879253e-13,False,97,20147.7947503,-1.72564844412,0.0,1.15200335637e-20,0.0,0
414,,unchosen,Z1 walk_access B0 local_bus t16 B4 transfer B4 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,3,ben,48,159.191431373,8.25,159.191431373,8.25,4.05,1.03237907806e-15,False,97,40154.8717761,-1.76561237557,0.0,1.15200335637e-20,0.0,0
415,,unchosen,Z1 walk_access B0 local_bus t16 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,4,ben,48,161.333098039,8.25,161.333098039,8.25,4.05,3.53819844222e-16,False,97,30158.0230734,-1.38528335453,0.0,1.15200335637e-20,0.0,0
416,,iter4.06 sim0,Z1 walk_access B0 local_bus t18 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,paperboy,1,122.979176471,5.5,121.802778417,5.00003082739,4.06,0.892394945442,True,99,122.971995912,-0.798507696218,1.32915806317e-27,1.48319112302e-27,0.896147531186,0
417,,unchosen,Z1 walk_access B0 local_bus t18 B3 transfer B3 local_bus t42 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,paperboy,1,127.210058824,7.5,127.210058824,7.5,4.06,0.107605054558,True,99,127.209736932,-0.871034140286,1.54033059849e-28,1.48319112302e-27,0.103852468814,0
