,A_id,A_id_num,A_lat,A_lon,A_seq,A_zone_id,B_id,B_id_num,B_lat,B_lon,B_seq,B_zone_id,board_state,bump_iter,linkmode,linknum,mode,mode_num,pathnum,person_id,person_trip_id,pf_A_time,pf_B_time,pf_iteration,pf_linkcost,pf_linkdist,pf_linkfare,pf_linktime,pf_waittime,route_id,trace,trip_id,trip_id_num,trip_list_id_num,fare,fare_period,from_fare_period,transfer_fare_type,transfer_fare,free_transfer,distance,sim_cost,chosen,board_time,overcap,overcap_frac,alight_time,alight_delay_min,new_A_time,new_B_time,new_linktime,new_waittime,missed_xfer
53,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,board_easy,,transit,3,heavy_rail,302.0,0,ben,2,2016-01-01 17:39:25.333333,2016-01-01 17:45:04.000000,4.01,16.5241830065,0.519391440659,3.5,0 days 00:05:38.666667000,0 days 00:02:38.666667000,C,False,t151,43.0,5,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,16.4923607843,iter4.01 sim0,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:39:26.288000,2016-01-01 17:45:04.000000,0 days 00:05:37.712000000,0 days 00:02:37.712000000,0
54,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,0,ben,2,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.01,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,5,0.0,,,,,,0.601,26.7268888889,iter4.01 sim0,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
55,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,1,ben,2,2016-01-01 17:13:06.666667,2016-01-01 17:22:00.000000,4.01,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,5,0.0,,,,,,0.4,17.7777777778,unchosen,,,,,0.0,2016-01-01 17:13:06.666667,2016-01-01 17:22:00.000000,0 days 00:08:53.333333000,,0
56,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,bumped_unchosen,0.0,transit,1,local_bus,301.0,1,ben,2,2016-01-01 17:22:00.000000,2016-01-01 17:29:12.000000,4.01,15.5058823529,0.857441451554,2.0,0 days 00:07:12.000000000,0 days 00:00:00.000000000,A,False,t19,53.0,5,2.0,bus_local_fare_default,,,,0.0,0.857441451554,20013.529749,unchosen,2016-01-01 17:22:00.000000,0.0,0.0,2016-01-01 17:29:12.954667,0.0159111166667,2016-01-01 17:22:00.000000,2016-01-01 17:29:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
57,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,2,transfer,1.0,1,ben,2,2016-01-01 17:29:12.000000,2016-01-01 17:31:25.333333,4.01,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,5,0.0,,,,,,0.1,14.4444444333,unchosen,,,,,0.0,2016-01-01 17:29:12.954667,2016-01-01 17:31:26.288000,0 days 00:02:13.333333000,,0
58,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,,,transit,3,heavy_rail,302.0,1,ben,2,2016-01-01 17:31:25.333333,2016-01-01 17:45:04.000000,4.01,32.5241830065,0.519391440659,3.5,0 days 00:13:38.666667000,0 days 00:10:38.666667000,C,False,t151,43.0,5,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,32.4923607843,unchosen,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:31:26.288000,2016-01-01 17:45:04.000000,0 days 00:13:37.712000000,0 days 00:10:37.712000000,0
59,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,1,ben,2,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.01,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,5,0.0,,,,,,0.601,26.7268888889,unchosen,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
60,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,0,bart,2,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,4.01,75.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,6,0.0,,,,,,0.75,75.4,unchosen,,,,,0.0,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,0 days 00:05:00.000000000,,0
61,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,0,bart,2,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t136,92.0,6,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:10:00.000000,-2.0,-0.142857142857,2016-01-01 15:12:00.000000,0.0,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
62,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,0,bart,2,2016-01-01 15:12:00.000000,2016-01-01 15:20:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,6,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:12:00.000000,2016-01-01 15:20:54.666667,0 days 00:08:54.666667000,,0
63,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,1,bart,2,2016-01-01 15:15:00.000000,2016-01-01 15:20:00.000000,4.01,76.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,6,0.0,,,,,,0.75,76.4,unchosen,,,,,0.0,2016-01-01 15:15:00.000000,2016-01-01 15:20:00.000000,0 days 00:05:00.000000000,,0
64,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,1,bart,2,2016-01-01 15:20:00.000000,2016-01-01 15:22:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t137,93.0,6,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:20:00.000000,-1.0,-0.0666666666667,2016-01-01 15:22:00.000000,0.0,2016-01-01 15:20:00.000000,2016-01-01 15:22:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
65,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,1,bart,2,2016-01-01 15:22:00.000000,2016-01-01 15:30:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,6,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:22:00.000000,2016-01-01 15:30:54.666667,0 days 00:08:54.666667000,,0
66,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,2,bart,2,2016-01-01 15:25:00.000000,2016-01-01 15:30:00.000000,4.01,77.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,6,0.0,,,,,,0.75,77.4,unchosen,,,,,0.0,2016-01-01 15:25:00.000000,2016-01-01 15:30:00.000000,0 days 00:05:00.000000000,,0
67,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,2,bart,2,2016-01-01 15:30:00.000000,2016-01-01 15:32:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t138,84.0,6,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:30:00.000000,-3.0,-0.230769230769,2016-01-01 15:32:00.000000,0.0,2016-01-01 15:30:00.000000,2016-01-01 15:32:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
68,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,2,bart,2,2016-01-01 15:32:00.000000,2016-01-01 15:40:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,6,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:32:00.000000,2016-01-01 15:40:54.666667,0 days 00:08:54.666667000,,0
69,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,3,bart,2,2016-01-01 15:35:00.000000,2016-01-01 15:40:00.000000,4.01,78.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,6,0.0,,,,,,0.75,78.4,unchosen,,,,,0.0,2016-01-01 15:35:00.000000,2016-01-01 15:40:00.000000,0 days 00:05:00.000000000,,0
70,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,3,bart,2,2016-01-01 15:40:00.000000,2016-01-01 15:42:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t139,85.0,6,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:40:00.000000,-10.0,-1.66666666667,2016-01-01 15:42:00.000000,0.0,2016-01-01 15:40:00.000000,2016-01-01 15:42:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
71,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,3,bart,2,2016-01-01 15:42:00.000000,2016-01-01 15:50:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,6,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:42:00.000000,2016-01-01 15:50:54.666667,0 days 00:08:54.666667000,,0
72,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,4,bart,2,2016-01-01 15:45:00.000000,2016-01-01 15:50:00.000000,4.01,79.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,6,0.0,,,,,,0.75,79.4,iter4.01 sim0,,,,,0.0,2016-01-01 15:45:00.000000,2016-01-01 15:50:00.000000,0 days 00:05:00.000000000,,0
73,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,board_easy,,transit,1,heavy_rail,302.0,4,bart,2,2016-01-01 15:50:00.000000,2016-01-01 15:52:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t140,61.0,6,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,iter4.01 sim0,2016-01-01 15:50:00.000000,-14.0,-7.0,2016-01-01 15:52:00.000000,0.0,2016-01-01 15:50:00.000000,2016-01-01 15:52:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
74,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,4,bart,2,2016-01-01 15:52:00.000000,2016-01-01 16:00:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,6,0.0,,,,,,0.401,178.222222222,iter4.01 sim0,,,,,0.0,2016-01-01 15:52:00.000000,2016-01-01 16:00:54.666667,0 days 00:08:54.666667000,,0
75,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,0,ben,3,2016-01-01 17:21:06.666667,2016-01-01 17:30:00.000000,4.01,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,7,0.0,,,,,,0.4,17.7777777778,iter4.01 sim0,,,,,0.0,2016-01-01 17:21:06.666667,2016-01-01 17:30:00.000000,0 days 00:08:53.333333000,,0
76,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,boarded,,transit,1,local_bus,301.0,0,ben,3,2016-01-01 17:30:00.000000,2016-01-01 17:37:12.000000,4.01,15.5058823529,0.857441451554,2.0,0 days 00:07:12.000000000,0 days 00:00:00.000000000,A,False,t20,67.0,7,2.0,bus_local_fare_default,,,,0.0,0.857441451554,15.5297490279,iter4.01 sim0,2016-01-01 17:30:00.000000,0.0,0.0,2016-01-01 17:37:12.954667,0.0159111166667,2016-01-01 17:30:00.000000,2016-01-01 17:37:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
77,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,2,transfer,1.0,0,ben,3,2016-01-01 17:37:12.000000,2016-01-01 17:39:25.333333,4.01,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,7,0.0,,,,,,0.1,14.4444444333,iter4.01 sim0,,,,,0.0,2016-01-01 17:37:12.954667,2016-01-01 17:39:26.288000,0 days 00:02:13.333333000,,0
78,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,board_easy,,transit,3,heavy_rail,302.0,0,ben,3,2016-01-01 17:39:25.333333,2016-01-01 17:45:04.000000,4.01,16.5241830065,0.519391440659,3.5,0 days 00:05:38.666667000,0 days 00:02:38.666667000,C,False,t151,43.0,7,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,16.4923607843,iter4.01 sim0,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:39:26.288000,2016-01-01 17:45:04.000000,0 days 00:05:37.712000000,0 days 00:02:37.712000000,0
79,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,0,ben,3,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.01,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,7,0.0,,,,,,0.601,26.7268888889,iter4.01 sim0,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
80,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,1,ben,3,2016-01-01 17:13:06.666667,2016-01-01 17:22:00.000000,4.01,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,7,0.0,,,,,,0.4,17.7777777778,unchosen,,,,,0.0,2016-01-01 17:13:06.666667,2016-01-01 17:22:00.000000,0 days 00:08:53.333333000,,0
81,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,bumped_unchosen,0.0,transit,1,local_bus,301.0,1,ben,3,2016-01-01 17:22:00.000000,2016-01-01 17:29:12.000000,4.01,15.5058823529,0.857441451554,2.0,0 days 00:07:12.000000000,0 days 00:00:00.000000000,A,False,t19,53.0,7,2.0,bus_local_fare_default,,,,0.0,0.857441451554,20013.529749,unchosen,2016-01-01 17:22:00.000000,0.0,0.0,2016-01-01 17:29:12.954667,0.0159111166667,2016-01-01 17:22:00.000000,2016-01-01 17:29:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
82,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,2,transfer,1.0,1,ben,3,2016-01-01 17:29:12.000000,2016-01-01 17:31:25.333333,4.01,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,7,0.0,,,,,,0.1,14.4444444333,unchosen,,,,,0.0,2016-01-01 17:29:12.954667,2016-01-01 17:31:26.288000,0 days 00:02:13.333333000,,0
83,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,,,transit,3,heavy_rail,302.0,1,ben,3,2016-01-01 17:31:25.333333,2016-01-01 17:45:04.000000,4.01,32.5241830065,0.519391440659,3.5,0 days 00:13:38.666667000,0 days 00:10:38.666667000,C,False,t151,43.0,7,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,32.4923607843,unchosen,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:31:26.288000,2016-01-01 17:45:04.000000,0 days 00:13:37.712000000,0 days 00:10:37.712000000,0
84,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,1,ben,3,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.01,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,7,0.0,,,,,,0.601,26.7268888889,unchosen,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
85,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,0,bart,3,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,4.01,75.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,8,0.0,,,,,,0.75,75.4,iter4.01 sim0,,,,,0.0,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,0 days 00:05:00.000000000,,0
86,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,board_easy,,transit,1,heavy_rail,302.0,0,bart,3,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t136,92.0,8,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,iter4.01 sim0,2016-01-01 15:10:00.000000,-2.0,-0.142857142857,2016-01-01 15:12:00.000000,0.0,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
87,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,0,bart,3,2016-01-01 15:12:00.000000,2016-01-01 15:20:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,8,0.0,,,,,,0.401,178.222222222,iter4.01 sim0,,,,,0.0,2016-01-01 15:12:00.000000,2016-01-01 15:20:54.666667,0 days 00:08:54.666667000,,0
88,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,1,bart,3,2016-01-01 15:15:00.000000,2016-01-01 15:20:00.000000,4.01,76.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,8,0.0,,,,,,0.75,76.4,unchosen,,,,,0.0,2016-01-01 15:15:00.000000,2016-01-01 15:20:00.000000,0 days 00:05:00.000000000,,0
89,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,1,bart,3,2016-01-01 15:20:00.000000,2016-01-01 15:22:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t137,93.0,8,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:20:00.000000,-1.0,-0.0666666666667,2016-01-01 15:22:00.000000,0.0,2016-01-01 15:20:00.000000,2016-01-01 15:22:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
90,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,1,bart,3,2016-01-01 15:22:00.000000,2016-01-01 15:30:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,8,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:22:00.000000,2016-01-01 15:30:54.666667,0 days 00:08:54.666667000,,0
91,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,2,bart,3,2016-01-01 15:25:00.000000,2016-01-01 15:30:00.000000,4.01,77.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,8,0.0,,,,,,0.75,77.4,unchosen,,,,,0.0,2016-01-01 15:25:00.000000,2016-01-01 15:30:00.000000,0 days 00:05:00.000000000,,0
92,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,2,bart,3,2016-01-01 15:30:00.000000,2016-01-01 15:32:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t138,84.0,8,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:30:00.000000,-3.0,-0.230769230769,2016-01-01 15:32:00.000000,0.0,2016-01-01 15:30:00.000000,2016-01-01 15:32:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
93,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,2,bart,3,2016-01-01 15:32:00.000000,2016-01-01 15:40:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,8,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:32:00.000000,2016-01-01 15:40:54.666667,0 days 00:08:54.666667000,,0
94,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,3,bart,3,2016-01-01 15:35:00.000000,2016-01-01 15:40:00.000000,4.01,78.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,8,0.0,,,,,,0.75,78.4,unchosen,,,,,0.0,2016-01-01 15:35:00.000000,2016-01-01 15:40:00.000000,0 days 00:05:00.000000000,,0
95,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,3,bart,3,2016-01-01 15:40:00.000000,2016-01-01 15:42:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t139,85.0,8,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:40:00.000000,-10.0,-1.66666666667,2016-01-01 15:42:00.000000,0.0,2016-01-01 15:40:00.000000,2016-01-01 15:42:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
96,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,3,bart,3,2016-01-01 15:42:00.000000,2016-01-01 15:50:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,8,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:42:00.000000,2016-01-01 15:50:54.666667,0 days 00:08:54.666667000,,0
97,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,4,bart,3,2016-01-01 15:45:00.000000,2016-01-01 15:50:00.000000,4.01,79.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,8,0.0,,,,,,0.75,79.4,unchosen,,,,,0.0,2016-01-01 15:45:00.000000,2016-01-01 15:50:00.000000,0 days 00:05:00.000000000,,0
98,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,4,bart,3,2016-01-01 15:50:00.000000,2016-01-01 15:52:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t140,61.0,8,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:50:00.000000,-14.0,-7.0,2016-01-01 15:52:00.000000,0.0,2016-01-01 15:50:00.000000,2016-01-01 15:52:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
99,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,4,bart,3,2016-01-01 15:52:00.000000,2016-01-01 16:00:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,8,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:52:00.000000,2016-01-01 16:00:54.666667,0 days 00:08:54.666667000,,0
100,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,0,ben,4,2016-01-01 17:21:06.666667,2016-01-01 17:30:00.000000,4.01,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,9,0.0,,,,,,0.4,17.7777777778,iter4.01 sim0,,,,,0.0,2016-01-01 17:21:06.666667,2016-01-01 17:30:00.000000,0 days 00:08:53.333333000,,0
101,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,boarded,,transit,1,local_bus,301.0,0,ben,4,2016-01-01 17:30:00.000000,2016-01-01 17:37:12.000000,4.01,15.5058823529,0.857441451554,2.0,0 days 00:07:12.000000000,0 days 00:00:00.000000000,A,False,t20,67.0,9,2.0,bus_local_fare_default,,,,0.0,0.857441451554,15.5297490279,iter4.01 sim0,2016-01-01 17:30:00.000000,0.0,0.0,2016-01-01 17:37:12.954667,0.0159111166667,2016-01-01 17:30:00.000000,2016-01-01 17:37:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
102,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,2,transfer,1.0,0,ben,4,2016-01-01 17:37:12.000000,2016-01-01 17:39:25.333333,4.01,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,9,0.0,,,,,,0.1,14.4444444333,iter4.01 sim0,,,,,0.0,2016-01-01 17:37:12.954667,2016-01-01 17:39:26.288000,0 days 00:02:13.333333000,,0
103,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,board_easy,,transit,3,heavy_rail,302.0,0,ben,4,2016-01-01 17:39:25.333333,2016-01-01 17:45:04.000000,4.01,16.5241830065,0.519391440659,3.5,0 days 00:05:38.666667000,0 days 00:02:38.666667000,C,False,t151,43.0,9,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,16.4923607843,iter4.01 sim0,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:39:26.288000,2016-01-01 17:45:04.000000,0 days 00:05:37.712000000,0 days 00:02:37.712000000,0
104,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,0,ben,4,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.01,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,9,0.0,,,,,,0.601,26.7268888889,iter4.01 sim0,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
105,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,1,ben,4,2016-01-01 17:13:06.666667,2016-01-01 17:22:00.000000,4.01,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,9,0.0,,,,,,0.4,17.7777777778,unchosen,,,,,0.0,2016-01-01 17:13:06.666667,2016-01-01 17:22:00.000000,0 days 00:08:53.333333000,,0
106,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,bumped_unchosen,0.0,transit,1,local_bus,301.0,1,ben,4,2016-01-01 17:22:00.000000,2016-01-01 17:29:12.000000,4.01,15.5058823529,0.857441451554,2.0,0 days 00:07:12.000000000,0 days 00:00:00.000000000,A,False,t19,53.0,9,2.0,bus_local_fare_default,,,,0.0,0.857441451554,20013.529749,unchosen,2016-01-01 17:22:00.000000,0.0,0.0,2016-01-01 17:29:12.954667,0.0159111166667,2016-01-01 17:22:00.000000,2016-01-01 17:29:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
